video_name,action_idx,category,frames,resize,source_video,split,action,error
12_0001_v_fCc2IXTBIxw_c019.mp4,12,aerobic_gymnastics,23,True,v_fCc2IXTBIxw_c019.mp4,train,straddle jump,False
12_0002_v_fCc2IXTBIxw_c019.mp4,12,aerobic_gymnastics,29,True,v_fCc2IXTBIxw_c019.mp4,train,straddle jump,False
12_0003_v_fCc2IXTBIxw_c019.mp4,12,aerobic_gymnastics,26,True,v_fCc2IXTBIxw_c019.mp4,train,straddle jump,False
09_0001_v_fCc2IXTBIxw_c019.mp4,9,aerobic_gymnastics,51,True,v_fCc2IXTBIxw_c019.mp4,train,illusion,False
09_0002_v_fCc2IXTBIxw_c019.mp4,9,aerobic_gymnastics,49,True,v_fCc2IXTBIxw_c019.mp4,train,illusion,False
09_0003_v_fCc2IXTBIxw_c019.mp4,9,aerobic_gymnastics,49,True,v_fCc2IXTBIxw_c019.mp4,train,illusion,False
01_0001_v_FkJYI60Jabc_c001.mp4,1,aerobic_gymnastics,36,True,v_FkJYI60Jabc_c001.mp4,train,explosive push up,False
01_0002_v_FkJYI60Jabc_c001.mp4,1,aerobic_gymnastics,38,True,v_FkJYI60Jabc_c001.mp4,train,explosive push up,False
06_0001_v_FkJYI60Jabc_c001.mp4,6,aerobic_gymnastics,83,True,v_FkJYI60Jabc_c001.mp4,train,v support,False
06_0002_v_FkJYI60Jabc_c001.mp4,6,aerobic_gymnastics,83,True,v_FkJYI60Jabc_c001.mp4,train,v support,False
11_0001_v_FkJYI60Jabc_c001.mp4,11,aerobic_gymnastics,27,True,v_FkJYI60Jabc_c001.mp4,train,pike jump,False
11_0002_v_FkJYI60Jabc_c001.mp4,11,aerobic_gymnastics,29,True,v_FkJYI60Jabc_c001.mp4,train,pike jump,False
14_0001_v_FkJYI60Jabc_c001.mp4,14,aerobic_gymnastics,24,False,v_FkJYI60Jabc_c001.mp4,train,scissors leap,False
14_0002_v_FkJYI60Jabc_c001.mp4,14,aerobic_gymnastics,25,False,v_FkJYI60Jabc_c001.mp4,train,scissors leap,False
05_0001_v_FkJYI60Jabc_c002.mp4,5,aerobic_gymnastics,73,True,v_FkJYI60Jabc_c002.mp4,train,support,False
05_0002_v_FkJYI60Jabc_c002.mp4,5,aerobic_gymnastics,72,True,v_FkJYI60Jabc_c002.mp4,train,support,False
10_0001_v_FkJYI60Jabc_c002.mp4,10,aerobic_gymnastics,19,True,v_FkJYI60Jabc_c002.mp4,train,bent leg(s) jump,False
10_0002_v_FkJYI60Jabc_c002.mp4,10,aerobic_gymnastics,23,True,v_FkJYI60Jabc_c002.mp4,train,bent leg(s) jump,False
09_0001_v_FkJYI60Jabc_c002.mp4,9,aerobic_gymnastics,47,False,v_FkJYI60Jabc_c002.mp4,train,illusion,False
09_0002_v_FkJYI60Jabc_c002.mp4,9,aerobic_gymnastics,47,True,v_FkJYI60Jabc_c002.mp4,train,illusion,False
04_0001_v_FkJYI60Jabc_c003.mp4,4,aerobic_gymnastics,43,False,v_FkJYI60Jabc_c003.mp4,train,helicopter,False
04_0002_v_FkJYI60Jabc_c003.mp4,4,aerobic_gymnastics,48,False,v_FkJYI60Jabc_c003.mp4,train,helicopter,False
12_0001_v_FkJYI60Jabc_c003.mp4,12,aerobic_gymnastics,21,True,v_FkJYI60Jabc_c003.mp4,train,straddle jump,False
12_0002_v_FkJYI60Jabc_c003.mp4,12,aerobic_gymnastics,22,True,v_FkJYI60Jabc_c003.mp4,train,straddle jump,False
19_0001_v_FkJYI60Jabc_c003.mp4,19,aerobic_gymnastics,36,True,v_FkJYI60Jabc_c003.mp4,train,turn,False
19_0002_v_FkJYI60Jabc_c003.mp4,19,aerobic_gymnastics,36,True,v_FkJYI60Jabc_c003.mp4,train,turn,False
01_0001_v_FkJYI60Jabc_c004.mp4,1,aerobic_gymnastics,29,True,v_FkJYI60Jabc_c004.mp4,train,explosive push up,False
01_0002_v_FkJYI60Jabc_c004.mp4,1,aerobic_gymnastics,23,True,v_FkJYI60Jabc_c004.mp4,train,explosive push up,False
05_0001_v_FkJYI60Jabc_c004.mp4,5,aerobic_gymnastics,67,True,v_FkJYI60Jabc_c004.mp4,train,support,False
05_0002_v_FkJYI60Jabc_c004.mp4,5,aerobic_gymnastics,69,True,v_FkJYI60Jabc_c004.mp4,train,support,False
11_0001_v_FkJYI60Jabc_c004.mp4,11,aerobic_gymnastics,24,True,v_FkJYI60Jabc_c004.mp4,train,pike jump,False
11_0002_v_FkJYI60Jabc_c004.mp4,11,aerobic_gymnastics,34,True,v_FkJYI60Jabc_c004.mp4,train,pike jump,False
12_0001_v_FkJYI60Jabc_c004.mp4,12,aerobic_gymnastics,21,True,v_FkJYI60Jabc_c004.mp4,train,straddle jump,False
12_0002_v_FkJYI60Jabc_c004.mp4,12,aerobic_gymnastics,23,True,v_FkJYI60Jabc_c004.mp4,train,straddle jump,False
14_0001_v_FkJYI60Jabc_c004.mp4,14,aerobic_gymnastics,30,True,v_FkJYI60Jabc_c004.mp4,train,scissors leap,False
14_0002_v_FkJYI60Jabc_c004.mp4,14,aerobic_gymnastics,29,True,v_FkJYI60Jabc_c004.mp4,train,scissors leap,False
09_0001_v_FkJYI60Jabc_c004.mp4,9,aerobic_gymnastics,58,False,v_FkJYI60Jabc_c004.mp4,train,illusion,False
09_0002_v_FkJYI60Jabc_c004.mp4,9,aerobic_gymnastics,52,False,v_FkJYI60Jabc_c004.mp4,train,illusion,False
04_0001_v_FkJYI60Jabc_c005.mp4,4,aerobic_gymnastics,56,True,v_FkJYI60Jabc_c005.mp4,train,helicopter,False
04_0002_v_FkJYI60Jabc_c005.mp4,4,aerobic_gymnastics,14,True,v_FkJYI60Jabc_c005.mp4,train,helicopter,False
08_0001_v_FkJYI60Jabc_c006.mp4,8,aerobic_gymnastics,26,True,v_FkJYI60Jabc_c006.mp4,train,straight jump,False
08_0002_v_FkJYI60Jabc_c006.mp4,8,aerobic_gymnastics,22,True,v_FkJYI60Jabc_c006.mp4,train,straight jump,False
10_0001_v_FkJYI60Jabc_c006.mp4,10,aerobic_gymnastics,26,True,v_FkJYI60Jabc_c006.mp4,train,bent leg(s) jump,False
10_0002_v_FkJYI60Jabc_c006.mp4,10,aerobic_gymnastics,28,True,v_FkJYI60Jabc_c006.mp4,train,bent leg(s) jump,False
19_0001_v_FkJYI60Jabc_c006.mp4,19,aerobic_gymnastics,31,True,v_FkJYI60Jabc_c006.mp4,train,turn,False
19_0002_v_FkJYI60Jabc_c006.mp4,19,aerobic_gymnastics,33,True,v_FkJYI60Jabc_c006.mp4,train,turn,False
01_0001_v_FkJYI60Jabc_c007.mp4,1,aerobic_gymnastics,40,True,v_FkJYI60Jabc_c007.mp4,train,explosive push up,False
01_0002_v_FkJYI60Jabc_c007.mp4,1,aerobic_gymnastics,14,True,v_FkJYI60Jabc_c007.mp4,train,explosive push up,False
11_0001_v_FkJYI60Jabc_c007.mp4,11,aerobic_gymnastics,27,True,v_FkJYI60Jabc_c007.mp4,train,pike jump,False
11_0002_v_FkJYI60Jabc_c007.mp4,11,aerobic_gymnastics,29,True,v_FkJYI60Jabc_c007.mp4,train,pike jump,False
12_0001_v_FkJYI60Jabc_c007.mp4,12,aerobic_gymnastics,26,True,v_FkJYI60Jabc_c007.mp4,train,straddle jump,False
12_0002_v_FkJYI60Jabc_c007.mp4,12,aerobic_gymnastics,29,True,v_FkJYI60Jabc_c007.mp4,train,straddle jump,False
14_0001_v_FkJYI60Jabc_c007.mp4,14,aerobic_gymnastics,23,True,v_FkJYI60Jabc_c007.mp4,train,scissors leap,False
14_0002_v_FkJYI60Jabc_c007.mp4,14,aerobic_gymnastics,25,True,v_FkJYI60Jabc_c007.mp4,train,scissors leap,False
19_0001_v_FkJYI60Jabc_c007.mp4,19,aerobic_gymnastics,29,True,v_FkJYI60Jabc_c007.mp4,train,turn,False
19_0002_v_FkJYI60Jabc_c007.mp4,19,aerobic_gymnastics,28,True,v_FkJYI60Jabc_c007.mp4,train,turn,False
02_0001_v_FkJYI60Jabc_c008.mp4,2,aerobic_gymnastics,31,True,v_FkJYI60Jabc_c008.mp4,train,explosive support,False
02_0002_v_FkJYI60Jabc_c008.mp4,2,aerobic_gymnastics,32,True,v_FkJYI60Jabc_c008.mp4,train,explosive support,False
10_0001_v_FkJYI60Jabc_c008.mp4,10,aerobic_gymnastics,24,True,v_FkJYI60Jabc_c008.mp4,train,bent leg(s) jump,False
10_0002_v_FkJYI60Jabc_c008.mp4,10,aerobic_gymnastics,25,True,v_FkJYI60Jabc_c008.mp4,train,bent leg(s) jump,False
09_0001_v_FkJYI60Jabc_c008.mp4,9,aerobic_gymnastics,45,True,v_FkJYI60Jabc_c008.mp4,train,illusion,False
09_0002_v_FkJYI60Jabc_c008.mp4,9,aerobic_gymnastics,44,True,v_FkJYI60Jabc_c008.mp4,train,illusion,False
04_0001_v_FkJYI60Jabc_c009.mp4,4,aerobic_gymnastics,48,False,v_FkJYI60Jabc_c009.mp4,train,helicopter,False
04_0002_v_FkJYI60Jabc_c009.mp4,4,aerobic_gymnastics,49,True,v_FkJYI60Jabc_c009.mp4,train,helicopter,False
05_0001_v_FkJYI60Jabc_c009.mp4,5,aerobic_gymnastics,79,True,v_FkJYI60Jabc_c009.mp4,train,support,False
05_0002_v_FkJYI60Jabc_c009.mp4,5,aerobic_gymnastics,18,False,v_FkJYI60Jabc_c009.mp4,train,support,False
05_0003_v_FkJYI60Jabc_c009.mp4,5,aerobic_gymnastics,15,False,v_FkJYI60Jabc_c009.mp4,train,support,False
01_0001_v_FkJYI60Jabc_c010.mp4,1,aerobic_gymnastics,24,True,v_FkJYI60Jabc_c010.mp4,train,explosive push up,False
01_0002_v_FkJYI60Jabc_c010.mp4,1,aerobic_gymnastics,20,True,v_FkJYI60Jabc_c010.mp4,train,explosive push up,False
01_0003_v_FkJYI60Jabc_c010.mp4,1,aerobic_gymnastics,21,True,v_FkJYI60Jabc_c010.mp4,train,explosive push up,False
10_0001_v_FkJYI60Jabc_c010.mp4,10,aerobic_gymnastics,26,True,v_FkJYI60Jabc_c010.mp4,train,bent leg(s) jump,False
10_0002_v_FkJYI60Jabc_c010.mp4,10,aerobic_gymnastics,25,True,v_FkJYI60Jabc_c010.mp4,train,bent leg(s) jump,False
10_0003_v_FkJYI60Jabc_c010.mp4,10,aerobic_gymnastics,26,True,v_FkJYI60Jabc_c010.mp4,train,bent leg(s) jump,False
12_0001_v_FkJYI60Jabc_c010.mp4,12,aerobic_gymnastics,18,True,v_FkJYI60Jabc_c010.mp4,train,straddle jump,False
12_0002_v_FkJYI60Jabc_c010.mp4,12,aerobic_gymnastics,18,True,v_FkJYI60Jabc_c010.mp4,train,straddle jump,False
12_0003_v_FkJYI60Jabc_c010.mp4,12,aerobic_gymnastics,19,True,v_FkJYI60Jabc_c010.mp4,train,straddle jump,False
14_0001_v_FkJYI60Jabc_c010.mp4,14,aerobic_gymnastics,24,True,v_FkJYI60Jabc_c010.mp4,train,scissors leap,False
14_0002_v_FkJYI60Jabc_c010.mp4,14,aerobic_gymnastics,24,True,v_FkJYI60Jabc_c010.mp4,train,scissors leap,False
14_0003_v_FkJYI60Jabc_c010.mp4,14,aerobic_gymnastics,24,True,v_FkJYI60Jabc_c010.mp4,train,scissors leap,False
06_0001_v_FkJYI60Jabc_c011.mp4,6,aerobic_gymnastics,129,False,v_FkJYI60Jabc_c011.mp4,train,v support,False
06_0002_v_FkJYI60Jabc_c011.mp4,6,aerobic_gymnastics,108,False,v_FkJYI60Jabc_c011.mp4,train,v support,False
06_0003_v_FkJYI60Jabc_c011.mp4,6,aerobic_gymnastics,106,False,v_FkJYI60Jabc_c011.mp4,train,v support,False
08_0001_v_FkJYI60Jabc_c011.mp4,8,aerobic_gymnastics,20,False,v_FkJYI60Jabc_c011.mp4,train,straight jump,False
08_0002_v_FkJYI60Jabc_c011.mp4,8,aerobic_gymnastics,21,True,v_FkJYI60Jabc_c011.mp4,train,straight jump,False
08_0003_v_FkJYI60Jabc_c011.mp4,8,aerobic_gymnastics,26,False,v_FkJYI60Jabc_c011.mp4,train,straight jump,False
05_0001_v_FkJYI60Jabc_c012.mp4,5,aerobic_gymnastics,60,False,v_FkJYI60Jabc_c012.mp4,train,support,False
05_0002_v_FkJYI60Jabc_c012.mp4,5,aerobic_gymnastics,59,True,v_FkJYI60Jabc_c012.mp4,train,support,False
05_0003_v_FkJYI60Jabc_c012.mp4,5,aerobic_gymnastics,56,False,v_FkJYI60Jabc_c012.mp4,train,support,False
19_0001_v_FkJYI60Jabc_c012.mp4,19,aerobic_gymnastics,35,True,v_FkJYI60Jabc_c012.mp4,train,turn,False
19_0002_v_FkJYI60Jabc_c012.mp4,19,aerobic_gymnastics,36,True,v_FkJYI60Jabc_c012.mp4,train,turn,False
19_0003_v_FkJYI60Jabc_c012.mp4,19,aerobic_gymnastics,35,True,v_FkJYI60Jabc_c012.mp4,train,turn,False
09_0001_v_FkJYI60Jabc_c012.mp4,9,aerobic_gymnastics,43,False,v_FkJYI60Jabc_c012.mp4,train,illusion,False
09_0002_v_FkJYI60Jabc_c012.mp4,9,aerobic_gymnastics,48,True,v_FkJYI60Jabc_c012.mp4,train,illusion,False
09_0003_v_FkJYI60Jabc_c012.mp4,9,aerobic_gymnastics,44,False,v_FkJYI60Jabc_c012.mp4,train,illusion,False
04_0001_v_FkJYI60Jabc_c012.mp4,4,aerobic_gymnastics,50,True,v_FkJYI60Jabc_c012.mp4,train,helicopter,False
04_0002_v_FkJYI60Jabc_c012.mp4,4,aerobic_gymnastics,51,True,v_FkJYI60Jabc_c012.mp4,train,helicopter,False
01_0001_v_FkJYI60Jabc_c013.mp4,1,aerobic_gymnastics,27,True,v_FkJYI60Jabc_c013.mp4,train,explosive push up,False
01_0002_v_FkJYI60Jabc_c013.mp4,1,aerobic_gymnastics,24,True,v_FkJYI60Jabc_c013.mp4,train,explosive push up,False
01_0003_v_FkJYI60Jabc_c013.mp4,1,aerobic_gymnastics,30,True,v_FkJYI60Jabc_c013.mp4,train,explosive push up,False
05_0001_v_FkJYI60Jabc_c013.mp4,5,aerobic_gymnastics,77,True,v_FkJYI60Jabc_c013.mp4,train,support,False
05_0002_v_FkJYI60Jabc_c013.mp4,5,aerobic_gymnastics,73,True,v_FkJYI60Jabc_c013.mp4,train,support,False
05_0003_v_FkJYI60Jabc_c013.mp4,5,aerobic_gymnastics,72,True,v_FkJYI60Jabc_c013.mp4,train,support,False
10_0001_v_FkJYI60Jabc_c013.mp4,10,aerobic_gymnastics,30,True,v_FkJYI60Jabc_c013.mp4,train,bent leg(s) jump,False
10_0002_v_FkJYI60Jabc_c013.mp4,10,aerobic_gymnastics,32,True,v_FkJYI60Jabc_c013.mp4,train,bent leg(s) jump,False
14_0001_v_FkJYI60Jabc_c013.mp4,14,aerobic_gymnastics,23,True,v_FkJYI60Jabc_c013.mp4,train,scissors leap,False
14_0002_v_FkJYI60Jabc_c013.mp4,14,aerobic_gymnastics,23,True,v_FkJYI60Jabc_c013.mp4,train,scissors leap,False
14_0003_v_FkJYI60Jabc_c013.mp4,14,aerobic_gymnastics,23,True,v_FkJYI60Jabc_c013.mp4,train,scissors leap,False
12_0001_v_FkJYI60Jabc_c014.mp4,12,aerobic_gymnastics,23,False,v_FkJYI60Jabc_c014.mp4,train,straddle jump,False
12_0002_v_FkJYI60Jabc_c014.mp4,12,aerobic_gymnastics,22,False,v_FkJYI60Jabc_c014.mp4,train,straddle jump,False
12_0003_v_FkJYI60Jabc_c014.mp4,12,aerobic_gymnastics,19,False,v_FkJYI60Jabc_c014.mp4,train,straddle jump,False
14_0001_v_FkJYI60Jabc_c014.mp4,14,aerobic_gymnastics,39,False,v_FkJYI60Jabc_c014.mp4,train,scissors leap,False
14_0002_v_FkJYI60Jabc_c014.mp4,14,aerobic_gymnastics,36,False,v_FkJYI60Jabc_c014.mp4,train,scissors leap,False
14_0003_v_FkJYI60Jabc_c014.mp4,14,aerobic_gymnastics,37,False,v_FkJYI60Jabc_c014.mp4,train,scissors leap,False
09_0001_v_FkJYI60Jabc_c014.mp4,9,aerobic_gymnastics,54,True,v_FkJYI60Jabc_c014.mp4,train,illusion,False
09_0002_v_FkJYI60Jabc_c014.mp4,9,aerobic_gymnastics,47,True,v_FkJYI60Jabc_c014.mp4,train,illusion,False
09_0003_v_FkJYI60Jabc_c014.mp4,9,aerobic_gymnastics,45,True,v_FkJYI60Jabc_c014.mp4,train,illusion,False
04_0001_v_FkJYI60Jabc_c015.mp4,4,aerobic_gymnastics,46,False,v_FkJYI60Jabc_c015.mp4,train,helicopter,False
04_0002_v_FkJYI60Jabc_c015.mp4,4,aerobic_gymnastics,46,False,v_FkJYI60Jabc_c015.mp4,train,helicopter,False
04_0003_v_FkJYI60Jabc_c015.mp4,4,aerobic_gymnastics,46,False,v_FkJYI60Jabc_c015.mp4,train,helicopter,False
08_0001_v_FkJYI60Jabc_c015.mp4,8,aerobic_gymnastics,23,False,v_FkJYI60Jabc_c015.mp4,train,straight jump,False
08_0002_v_FkJYI60Jabc_c015.mp4,8,aerobic_gymnastics,24,False,v_FkJYI60Jabc_c015.mp4,train,straight jump,False
08_0003_v_FkJYI60Jabc_c015.mp4,8,aerobic_gymnastics,25,False,v_FkJYI60Jabc_c015.mp4,train,straight jump,False
19_0001_v_FkJYI60Jabc_c015.mp4,19,aerobic_gymnastics,35,True,v_FkJYI60Jabc_c015.mp4,train,turn,False
19_0002_v_FkJYI60Jabc_c015.mp4,19,aerobic_gymnastics,32,True,v_FkJYI60Jabc_c015.mp4,train,turn,False
19_0003_v_FkJYI60Jabc_c015.mp4,19,aerobic_gymnastics,35,True,v_FkJYI60Jabc_c015.mp4,train,turn,False
01_0001_v_FkJYI60Jabc_c016.mp4,1,aerobic_gymnastics,31,False,v_FkJYI60Jabc_c016.mp4,train,explosive push up,False
01_0002_v_FkJYI60Jabc_c016.mp4,1,aerobic_gymnastics,31,False,v_FkJYI60Jabc_c016.mp4,train,explosive push up,False
01_0003_v_FkJYI60Jabc_c016.mp4,1,aerobic_gymnastics,31,False,v_FkJYI60Jabc_c016.mp4,train,explosive push up,False
06_0001_v_FkJYI60Jabc_c016.mp4,6,aerobic_gymnastics,92,False,v_FkJYI60Jabc_c016.mp4,train,v support,False
06_0002_v_FkJYI60Jabc_c016.mp4,6,aerobic_gymnastics,94,True,v_FkJYI60Jabc_c016.mp4,train,v support,False
06_0003_v_FkJYI60Jabc_c016.mp4,6,aerobic_gymnastics,98,True,v_FkJYI60Jabc_c016.mp4,train,v support,False
11_0001_v_FkJYI60Jabc_c016.mp4,11,aerobic_gymnastics,27,False,v_FkJYI60Jabc_c016.mp4,train,pike jump,False
11_0002_v_FkJYI60Jabc_c016.mp4,11,aerobic_gymnastics,23,False,v_FkJYI60Jabc_c016.mp4,train,pike jump,False
11_0003_v_FkJYI60Jabc_c016.mp4,11,aerobic_gymnastics,25,False,v_FkJYI60Jabc_c016.mp4,train,pike jump,False
14_0001_v_FkJYI60Jabc_c016.mp4,14,aerobic_gymnastics,26,False,v_FkJYI60Jabc_c016.mp4,train,scissors leap,False
14_0002_v_FkJYI60Jabc_c016.mp4,14,aerobic_gymnastics,26,False,v_FkJYI60Jabc_c016.mp4,train,scissors leap,False
14_0003_v_FkJYI60Jabc_c016.mp4,14,aerobic_gymnastics,25,False,v_FkJYI60Jabc_c016.mp4,train,scissors leap,False
10_0001_v_FkJYI60Jabc_c017.mp4,10,aerobic_gymnastics,22,True,v_FkJYI60Jabc_c017.mp4,train,bent leg(s) jump,False
10_0002_v_FkJYI60Jabc_c017.mp4,10,aerobic_gymnastics,24,True,v_FkJYI60Jabc_c017.mp4,train,bent leg(s) jump,False
10_0003_v_FkJYI60Jabc_c017.mp4,10,aerobic_gymnastics,21,True,v_FkJYI60Jabc_c017.mp4,train,bent leg(s) jump,False
12_0001_v_FkJYI60Jabc_c017.mp4,12,aerobic_gymnastics,17,False,v_FkJYI60Jabc_c017.mp4,train,straddle jump,False
12_0002_v_FkJYI60Jabc_c017.mp4,12,aerobic_gymnastics,23,False,v_FkJYI60Jabc_c017.mp4,train,straddle jump,False
12_0003_v_FkJYI60Jabc_c017.mp4,12,aerobic_gymnastics,19,False,v_FkJYI60Jabc_c017.mp4,train,straddle jump,False
04_0001_v_FkJYI60Jabc_c018.mp4,4,aerobic_gymnastics,44,True,v_FkJYI60Jabc_c018.mp4,train,helicopter,False
04_0002_v_FkJYI60Jabc_c018.mp4,4,aerobic_gymnastics,46,True,v_FkJYI60Jabc_c018.mp4,train,helicopter,False
04_0003_v_FkJYI60Jabc_c018.mp4,4,aerobic_gymnastics,47,True,v_FkJYI60Jabc_c018.mp4,train,helicopter,False
05_0001_v_FkJYI60Jabc_c018.mp4,5,aerobic_gymnastics,67,True,v_FkJYI60Jabc_c018.mp4,train,support,False
05_0002_v_FkJYI60Jabc_c018.mp4,5,aerobic_gymnastics,21,False,v_FkJYI60Jabc_c018.mp4,train,support,False
05_0003_v_FkJYI60Jabc_c018.mp4,5,aerobic_gymnastics,21,False,v_FkJYI60Jabc_c018.mp4,train,support,False
19_0001_v_FkJYI60Jabc_c018.mp4,19,aerobic_gymnastics,34,True,v_FkJYI60Jabc_c018.mp4,train,turn,False
19_0002_v_FkJYI60Jabc_c018.mp4,19,aerobic_gymnastics,34,True,v_FkJYI60Jabc_c018.mp4,train,turn,False
19_0003_v_FkJYI60Jabc_c018.mp4,19,aerobic_gymnastics,34,True,v_FkJYI60Jabc_c018.mp4,train,turn,False
09_0001_v_FkJYI60Jabc_c018.mp4,9,aerobic_gymnastics,48,True,v_FkJYI60Jabc_c018.mp4,train,illusion,False
09_0002_v_FkJYI60Jabc_c018.mp4,9,aerobic_gymnastics,50,True,v_FkJYI60Jabc_c018.mp4,train,illusion,False
09_0003_v_FkJYI60Jabc_c018.mp4,9,aerobic_gymnastics,52,True,v_FkJYI60Jabc_c018.mp4,train,illusion,False
01_0001_v_FkJYI60Jabc_c019.mp4,1,aerobic_gymnastics,42,True,v_FkJYI60Jabc_c019.mp4,train,explosive push up,False
01_0002_v_FkJYI60Jabc_c019.mp4,1,aerobic_gymnastics,46,True,v_FkJYI60Jabc_c019.mp4,train,explosive push up,False
01_0003_v_FkJYI60Jabc_c019.mp4,1,aerobic_gymnastics,32,True,v_FkJYI60Jabc_c019.mp4,train,explosive push up,False
02_0001_v_FkJYI60Jabc_c019.mp4,2,aerobic_gymnastics,25,True,v_FkJYI60Jabc_c019.mp4,train,explosive support,False
02_0002_v_FkJYI60Jabc_c019.mp4,2,aerobic_gymnastics,22,True,v_FkJYI60Jabc_c019.mp4,train,explosive support,False
02_0003_v_FkJYI60Jabc_c019.mp4,2,aerobic_gymnastics,25,True,v_FkJYI60Jabc_c019.mp4,train,explosive support,False
04_0001_v_FkJYI60Jabc_c019.mp4,4,aerobic_gymnastics,35,True,v_FkJYI60Jabc_c019.mp4,train,helicopter,False
04_0002_v_FkJYI60Jabc_c019.mp4,4,aerobic_gymnastics,37,True,v_FkJYI60Jabc_c019.mp4,train,helicopter,False
04_0003_v_FkJYI60Jabc_c019.mp4,4,aerobic_gymnastics,36,True,v_FkJYI60Jabc_c019.mp4,train,helicopter,False
05_0001_v_FkJYI60Jabc_c019.mp4,5,aerobic_gymnastics,18,True,v_FkJYI60Jabc_c019.mp4,train,support,False
05_0002_v_FkJYI60Jabc_c019.mp4,5,aerobic_gymnastics,16,False,v_FkJYI60Jabc_c019.mp4,train,support,False
05_0003_v_FkJYI60Jabc_c019.mp4,5,aerobic_gymnastics,20,True,v_FkJYI60Jabc_c019.mp4,train,support,False
08_0001_v_FkJYI60Jabc_c019.mp4,8,aerobic_gymnastics,20,False,v_FkJYI60Jabc_c019.mp4,train,straight jump,False
08_0002_v_FkJYI60Jabc_c019.mp4,8,aerobic_gymnastics,22,False,v_FkJYI60Jabc_c019.mp4,train,straight jump,False
08_0003_v_FkJYI60Jabc_c019.mp4,8,aerobic_gymnastics,19,False,v_FkJYI60Jabc_c019.mp4,train,straight jump,False
11_0001_v_FkJYI60Jabc_c019.mp4,11,aerobic_gymnastics,29,False,v_FkJYI60Jabc_c019.mp4,train,pike jump,False
11_0002_v_FkJYI60Jabc_c019.mp4,11,aerobic_gymnastics,27,True,v_FkJYI60Jabc_c019.mp4,train,pike jump,False
11_0003_v_FkJYI60Jabc_c019.mp4,11,aerobic_gymnastics,27,False,v_FkJYI60Jabc_c019.mp4,train,pike jump,False
04_0001_v_FkJYI60Jabc_c020.mp4,4,aerobic_gymnastics,47,True,v_FkJYI60Jabc_c020.mp4,train,helicopter,False
04_0002_v_FkJYI60Jabc_c020.mp4,4,aerobic_gymnastics,43,True,v_FkJYI60Jabc_c020.mp4,train,helicopter,False
04_0003_v_FkJYI60Jabc_c020.mp4,4,aerobic_gymnastics,43,True,v_FkJYI60Jabc_c020.mp4,train,helicopter,False
19_0001_v_FkJYI60Jabc_c020.mp4,19,aerobic_gymnastics,47,True,v_FkJYI60Jabc_c020.mp4,train,turn,False
19_0002_v_FkJYI60Jabc_c020.mp4,19,aerobic_gymnastics,46,True,v_FkJYI60Jabc_c020.mp4,train,turn,False
19_0003_v_FkJYI60Jabc_c020.mp4,19,aerobic_gymnastics,50,True,v_FkJYI60Jabc_c020.mp4,train,turn,False
09_0001_v_FkJYI60Jabc_c020.mp4,9,aerobic_gymnastics,34,False,v_FkJYI60Jabc_c020.mp4,train,illusion,False
09_0002_v_FkJYI60Jabc_c020.mp4,9,aerobic_gymnastics,34,False,v_FkJYI60Jabc_c020.mp4,train,illusion,False
09_0003_v_FkJYI60Jabc_c020.mp4,9,aerobic_gymnastics,39,False,v_FkJYI60Jabc_c020.mp4,train,illusion,False
10_0001_v_FkJYI60Jabc_c021.mp4,10,aerobic_gymnastics,22,False,v_FkJYI60Jabc_c021.mp4,train,bent leg(s) jump,False
10_0002_v_FkJYI60Jabc_c021.mp4,10,aerobic_gymnastics,22,False,v_FkJYI60Jabc_c021.mp4,train,bent leg(s) jump,False
10_0003_v_FkJYI60Jabc_c021.mp4,10,aerobic_gymnastics,23,False,v_FkJYI60Jabc_c021.mp4,train,bent leg(s) jump,False
12_0001_v_FkJYI60Jabc_c021.mp4,12,aerobic_gymnastics,22,True,v_FkJYI60Jabc_c021.mp4,train,straddle jump,False
12_0002_v_FkJYI60Jabc_c021.mp4,12,aerobic_gymnastics,24,True,v_FkJYI60Jabc_c021.mp4,train,straddle jump,False
12_0003_v_FkJYI60Jabc_c021.mp4,12,aerobic_gymnastics,20,True,v_FkJYI60Jabc_c021.mp4,train,straddle jump,False
09_0001_v_FkJYI60Jabc_c022.mp4,9,aerobic_gymnastics,39,False,v_FkJYI60Jabc_c022.mp4,train,illusion,False
09_0002_v_FkJYI60Jabc_c022.mp4,9,aerobic_gymnastics,32,False,v_FkJYI60Jabc_c022.mp4,train,illusion,False
09_0003_v_FkJYI60Jabc_c022.mp4,9,aerobic_gymnastics,35,False,v_FkJYI60Jabc_c022.mp4,train,illusion,False
09_0004_v_FkJYI60Jabc_c022.mp4,9,aerobic_gymnastics,35,False,v_FkJYI60Jabc_c022.mp4,train,illusion,False
09_0005_v_FkJYI60Jabc_c022.mp4,9,aerobic_gymnastics,42,False,v_FkJYI60Jabc_c022.mp4,train,illusion,False
05_0001_v_FkJYI60Jabc_c023.mp4,5,aerobic_gymnastics,52,False,v_FkJYI60Jabc_c023.mp4,train,support,False
05_0002_v_FkJYI60Jabc_c023.mp4,5,aerobic_gymnastics,52,False,v_FkJYI60Jabc_c023.mp4,train,support,False
05_0003_v_FkJYI60Jabc_c023.mp4,5,aerobic_gymnastics,70,True,v_FkJYI60Jabc_c023.mp4,train,support,False
